"study_name","feature_id","species","n_control","n_crc","mean_control","mean_crc","median_control","median_crc","diff_mean","p_value","fdr","direction"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_umeaense","Lachnoanaerobaculum umeaense",52,52,-5,-5,-5,-5,0,NA,NA,"no_difference"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_aldenense","Enterocloster aldenensis",52,52,-4.01732873311568,-3.49432375408294,-5,-3.42569867259695,0.523004979032741,0.0613867427288486,0.564406516263356,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme","Enterocloster asparagiformis",52,52,-3.8692759661634,-3.53881844733015,-5,-5,0.330457518833251,0.300109978863812,0.564406516263356,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae","Enterocloster bolteae",52,52,-2.61048992295041,-2.19565329923669,-1.97318807427347,-1.72179567566623,0.414836623713724,0.314046317315039,0.564406516263356,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae","Enterocloster citroniae",52,52,-3.01786252866132,-2.67279098294988,-2.39867412012133,-1.97495983683886,0.345071545711442,0.257788590682057,0.564406516263356,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme","Enterocloster clostridioformis",52,52,-3.67153863942278,-3.00379418446829,-5,-2.67710225785663,0.667744454954494,0.0795462302524205,0.564406516263356,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae","[Clostridium] hylemonae",52,52,-4.78429724902756,-4.7087083513084,-5,-5,0.0755888977191654,0.723876265523766,0.874819074254058,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense","Enterocloster lavalensis",52,52,-2.91331878487445,-2.68474064634641,-2.28092509831091,-2.12670430498799,0.228578138528041,0.520599495228973,0.758386832238964,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum","Lacrimispora saccharolytica",52,52,-4.28679751565117,-4.07416701005116,-5,-5,0.212630505600007,0.442681738066752,0.689164806945504,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens","[Clostridium] scindens",52,52,-4.78711398374518,-4.27983970200531,-5,-5,0.507274281739877,0.00742221381241273,0.391495243019053,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum","[Clostridium] symbiosum",52,52,-3.08291728770895,-2.24895710893161,-2.37879140779114,-1.79355881371018,0.83396017877734,0.00493122679588894,0.332241405373018,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An118","Lachnoclostridium sp. An118",52,52,-5,-4.87994645487268,-5,-5,0.12005354512732,0.159309393367584,0.564406516263356,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131","Lachnoclostridium sp. An131",52,52,-4.77320565214084,-4.72433874318034,-5,-5,0.0488669089605045,0.939211687452469,1,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138","Lachnoclostridium sp. An138",52,52,-4.39288359410282,-4.51776411841298,-5,-5,-0.12488052431016,0.603172924497925,0.792951722693613,"depleted_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An14","Lachnoclostridium sp. An14",52,52,-4.92642912099958,-5,-5,-5,-0.0735708790004184,0.326706554868585,0.564406516263356,"depleted_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An169","Lachnoclostridium sp. An169",52,52,-5,-5,-5,-5,0,NA,NA,"no_difference"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An196","Lachnoclostridium sp. An196",52,52,-5,-5,-5,-5,0,NA,NA,"no_difference"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An298","Lachnoclostridium sp. An298",52,52,-5,-5,-5,-5,0,NA,NA,"no_difference"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale","[Eubacterium] rectale",52,52,-0.435935724618722,-0.198964293319448,0.0444515094324984,0.243631101665239,0.236971431299274,0.385443208475111,0.641215707926188,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_2_1_46FAA","Lachnospiraceae bacterium 2_1_46FAA",52,52,-4.91155183933051,-4.74750201951674,-5,-5,0.164049819813772,0.310274946557178,0.564406516263356,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096","Lachnospiraceae bacterium oral taxon 096",52,52,-5,-5,-5,-5,0,NA,NA,"no_difference"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza","Lachnospira pectinoschiza",52,52,-2.45745633929639,-2.47024942285785,-2.62865314176861,-2.07020121121794,-0.0127930835614571,0.839240778511431,0.95837029580013,"depleted_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_formatexigens","Marvinbryantia formatexigens",52,52,-5,-5,-5,-5,0,NA,NA,"no_difference"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini","Murimonas intestini",52,52,-5,-4.91269970204182,-5,-5,0.0873002979581807,0.159309393367584,0.564406516263356,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_asaccharolyticum","Oribacterium asaccharolyticum",52,52,-5,-5,-5,-5,0,NA,NA,"no_difference"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum","Oribacterium parvum",52,52,-4.77722488693612,-4.95974189066996,-5,-5,-0.182517003733835,0.0942927366682933,0.564406516263356,"depleted_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus","Oribacterium sinus",52,52,-4.71319547996098,-4.75056835120027,-5,-5,-0.0373728712392891,0.746889716887165,0.87898156638031,"depleted_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078","Oribacterium sp. oral taxon 078",52,52,-5,-4.94661587824751,-5,-5,0.0533841217524875,0.326706554868585,0.564406516263356,"enriched_in_crc"
"VogtmannE_2016","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp_RHS","Robinsoniella sp. RHS",52,52,-5,-5,-5,-5,0,NA,NA,"no_difference"
